conversation_id	turn_id	id	query	original
118	11	118_11	What about a way to combine both of my interests?	What about a way to combine both of my interests?
119	1	119_1	My dog has been shaking and tilting its head a lot recently. What could be wrong?	My dog has been shaking and tilting its head a lot recently. What could be wrong?
119	2	119_2	I just checked and there’s swelling in the outer portion of the ear. What could it be?	I just checked and there’s swelling in the outer portion. What could it be?
119	3	119_3	How dangerous could hematomas be?	How dangerous could these be?
119	4	119_4	I live in a remote area. How can I treat it at home?	I live in a remote area. How can I treat it at home?
119	5	119_5	My cat is also having similar symptoms. Would garlic gel work for her as well?	My cat is also having similar symptoms. Would that work for her as well?
119	6	119_6	I am also worried that they are susceptible to the coronavirus.	Thanks. I am also worried that they are susceptible to the coronavirus.
119	7	119_7	I heard that a few people have been reported to be infected by the coronavirus.	Okay, but I also heard that a few have been reported to be infected.
119	8	119_8	How can I protect my dog?	How can I protect them?
119	9	119_9	What about my dog?	Ok. But what about my dog?
120	1	120_1	Why did Michael Jackson go so far to alter his appearance?	Why did Michael Jackson go so far to alter his appearance?
120	2	120_2	What else was Michael Jackson's puberty in the public eye about?	What else was it about?
120	3	120_3	Okay. Did the diet help Michael Jackson?	Okay. Did the diet help?
120	4	120_4	Tell me more about the Pepsi commercial.	Never mind. Tell me more about the Pepsi commercial.
120	5	120_5	How did Michael Jackson become addicted to medication to ease the pain on his scalp and to help him sleep?	How so?
120	6	120_6	Okay. How did it affect Michael Jackson's art and legacy?	Okay. How did it affect his art and legacy?
121	1	121_1	I remember there was a global coffee shortage some time ago. Can you tell me more about that?	I remember there was a global coffee shortage some time ago. Can you tell me more about that?
121	2	121_2	What caused the drought in Brazil?	What caused the drought?
121	3	121_3	Was the disruption to coffee production widespread in Brazil?	I also heard that other Latin American countries had coffee production issues. Was the disruption widespread?
121	4	121_4	What are coffee rust's origins? And how did it spread?	It sounds like they are not related. What are its origins? And how did it spread?
121	5	121_5	Okay. The US government tried to help the situation. What did they do to help?	Okay. The US government tried to help the situation. What did they do to help?
121	6	121_6	What did the US government do to help with the coffee rust epidemic in Latin America?	No, I want to know what they did to help with the coffee rust epidemic in Latin America.
121	7	121_7	Okay. What did big coffee companies do? How did they try to help?	Okay. What did big coffee companies do? How did they try to help?
121	8	121_8	How did research on rust-resistant coffee varieties affect global consumption?	How did all these affect global consumption?
121	9	121_9	Would investing in rust-resistant coffee varieties make sense?	That’s interesting, consumption is not very elastic. Would investing in it make sense?
122	1	122_1	I heard Bernie Sanders was ill recently. What happened?	I heard Bernie Sanders was ill recently. What happened?
122	2	122_2	What did Martin M. LeWinter do?	What did the doctors do?
122	3	122_3	How did the heart procedure affect the campaign?	How did it affect the campaign?
122	4	122_4	How did Bernie Sanders attempt to regain the public's confidence?	How did he attempt to regain the public's confidence?
122	5	122_5	Okay. What did the records say about Bernie Sanders?	Okay. What did the records say?
122	6	122_6	Okay, I'd like to know more about Bernie Sanders' decision.	Okay, I'd like to know more about his decision.
122	7	122_7	What about the other candidates? Did they release their medical records?	What about the other candidates? Did they release theirs?
122	8	122_8	Should there be an age limit on the presidency for Bernie Sanders?	Should there be an age limit on the presidency?
123	1	123_1	I'm about to become a dad and I want to get fit before it gets too hard. How do I get started?	I'm about to become a dad and I want to get fit before it gets too hard. How do I get started?
123	2	123_2	Okay. Should I try CrossFit?	Okay. Should I try CrossFit?
123	3	123_3	How does CrossFit compare with just weightlifting?	That sounds very intense but useful for me. How does it compare with just weightlifting?
123	4	123_4	Do the positives outweigh the negatives of CrossFit?	I would rather be safe. Do the positives outweigh the negatives?
123	5	123_5	I've got four weeks. What about cardio?	I’ve got four weeks. What about cardio?
123	6	123_6	Okay. What role will diet play?	Okay. What role will diet play?
123	7	123_7	What other meal frequencies can I try?	What other meal frequencies can I try?
123	8	123_8	Which one’s better?	Which one’s better?
123	9	123_9	Okay. I would eventually like to spend time with my baby while working out too. Do you have any ideas for that?	Okay. I would eventually like to spend time with my baby while working out too. Do you have any ideas for that?
124	1	124_1	I just watched the first Jurassic Park movie and I got interested in dinosaurs and their time on earth. Can you tell me about the time when dinosaurs actually existed?	I just watched the first Jurassic Park movie and I got interested in dinosaurs and their time on earth. Can you tell me about the time when dinosaurs actually existed?
124	2	124_2	What else was characteristic about the Mesozoic Era?	Hmm. What else was characteristic about that era?
124	3	124_3	Can you tell me more about the fossil records and the theory of dinosaurs?	Can you tell me more about the fossil records and the theory?
124	4	124_4	What was it like during the time dinosaurs were on earth?	What was it like during the time dinosaurs were on earth?
124	5	124_5	Could Pangaea form again?	That's really cool. Could such a continent form again?
124	6	124_6	What was characteristic about the first period in the Dinosaur Era?	Okay. You mentioned three periods in the Dinosaur era. What was characteristic about the first one?
124	7	124_7	What was characteristic about the second period in the Dinosaur Era?	What about the second?
124	8	124_8	What was characteristic about the second period in the Dinosaur Era? What was it like during the time dinosaurs were on earth?	And the last?
124	9	124_9	What happened to dinosaurs after T-Rex was an aggressive flesh eater?	What happened to dinosaurs after then?
124	10	124_10	How do the evolution of dinosaurs across the three periods compare?	How do the evolution of dinosaurs across the three periods compare?
124	11	124_11	How scientifically accurate was the movie Jurassic Park?	That's interesting. How scientifically accurate was the movie?
125	1	125_1	I’d like to learn more about frogs. What’s the biggest one?	I’d like to learn more about frogs. What’s the biggest one?
125	2	125_2	What's been done to protect Goliath frogs?	What's been done to protect them?
125	3	125_3	Has exporting goliaths from Equatorial Guinea been effective?	Has that been effective?
125	4	125_4	How can I help Goliath frogs?	How can I help?
125	5	125_5	Okay, that’s the biggest. What is the smallest?	Okay, that’s the biggest.  What is the smallest?
125	6	125_6	Why would leaf litter affect the frog's size?	Why would leaf litter affect its size?
126	1	126_1	I want to go on vacation somewhere in Europe with good food. What are some beautiful places?	I want to go on vacation somewhere in Europe with good food. What are some beautiful places?
126	2	126_2	Where should I consider renting a car?	Yes, it'll be my first time. Where should I consider?
126	3	126_3	What should I not miss on the Amalfi Coast?	What should I not miss on the Coast?
126	4	126_4	What food is Amalfi known for?	What food is it known for?
126	5	126_5	What’s the Duomo?	Duomo?  What’s that?
126	6	126_6	What kinds of innovations did the Duomo have?	Cool!  What kinds of innovations?
127	1	127_1	Why is it important to reduce runoff in urban areas?	Why is it important to reduce runoff in urban areas?
127	2	127_2	What practices could I use at home to help reduce urban runoff?	What practices could I use at home to help?
127	3	127_3	I would like to learn more about using a rain barrel. What should I consider?	Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider?
127	4	127_4	How big should it be? How much can I save?	I live in Seattle and have a big lawn. How big should it be? How much can I save?
127	5	127_5	What are the pros and cons of different materials?	That sounds like a lot of water. How big are normal barrels? And what material should I get? What are the pros and cons of different materials?
127	6	127_6	Is it safe to use on my garden?	Is it safe to use on my garden?
127	7	127_7	What else should I consider when installing a rain barrel?	What else should I consider when installing it?
127	8	127_8	How do rain gardens compare?	You also mentioned rain gardens earlier. How do they compare?
127	9	127_9	What are some native plants for my area that I could use?	I’ll try the garden too. What are some native plants for my area that I could use?
128	1	128_1	What’s the science behind why we drink alcohol?	What’s the science behind why we drink alcohol?
128	2	128_2	What are the causes of alcoholism?	What are the causes of it?
128	3	128_3	Who is at high risk of alcoholism?	Who is at high risk?
128	4	128_4	What is a safe amount to drink daily?	What is a safe amount to drink daily?
128	5	128_5	What do the guidelines say for pregnant women? Why?	What do the guidelines say for pregnant women? Why?
128	6	128_6	Is it true that pregnant women in France drink wine with dinner?	But I’ve heard that pregnant women in France drink wine with dinner. Is that true?
128	7	128_7	What is the French government's attitude?	So you mean that the US suggestion may be too strict? What is the French government's attitude?
128	8	128_8	What advice did the Lancet study give for safety?	Tell me about the findings from the Lancet study you mentioned. What advice did it give for safety?
128	9	128_9	What are some treatment options for alcoholism?	I’d like to stop. What are some treatment options?
128	10	128_10	What are some rehab treatment options to consider?	No, I meant drinking alcohol. What are some rehab treatment options to consider?
129	1	129_1	What are the mechanisms of depression?	What are the mechanisms of depression?
129	2	129_2	What is the role of serotonin?	What is the role of serotonin?
129	3	129_3	How can I balance my mood disorder?	How can I balance it?
129	4	129_4	What foods boost dopamine production?	What foods boost it?
129	5	129_5	How does the phenylalanine convert to tyrosine?	How does the phenylalanine convert to tyrosine?
129	6	129_6	Can stimulant drugs alleviate depression?	Can these drugs alleviate depression?
129	7	129_7	Does the catecholamine theory explain the cause of depression?	Does this theory explain the cause of depression?
129	8	129_8	Can a person have both dopamine and noradrenalin at the same time?	Can a person have both at the same time?
129	9	129_9	What are the mechanisms of depression? What foods boost dopamine production? How does the phenylalanine convert to tyrosine? Can stimulant drugs alleviate depression?	No, I meant mania and depression.
129	10	129_10	What are the types of bipolar?	What are the types of bipolar?
130	1	130_1	Who are the greatest catchers of all time?	Who are the greatest catchers of all time?
130	2	130_2	What was Johnny Bench known for?	What was he known for?
130	3	130_3	Who won Johnny Bench's award?	Who won his award?
130	4	130_4	Who was the next Rookie of the Year for the team after Johnny Bench?	Who was the next Rookie of the Year for the team after him?
130	5	130_5	Did Johnny Bench make it into Cooperstown?	Did Bench make it into Cooperstown?
130	6	130_6	Was Johnny Bench married?	Was he married?
130	7	130_7	I’d like to know about Johnny Bench's first two marriages.	I’d like to know about the first two marriages.
130	8	130_8	Does Johnny Bench play baseball?	Does Bobby play baseball?
130	9	130_9	How old was Johnny Bench when his parents got divorced?	Interesting. How old was he when they got divorced?
131	1	131_1	I saw an online ad for a house with descriptions saying it has a heat pump. What is that?	I saw an online ad for a house with descriptions saying it has a heat pump. What is that?
131	2	131_2	What are some other choices to heat my home?	What are some other choices to heat my home?
131	3	131_3	What are the pros and cons between a gas furnace and a heat pump?	What are the pros and cons between a gas furnace and a heat pump?
131	4	131_4	How much does it cost to install a heat pump?	A heat pump seems very suitable for my house. How much does it cost to install one?
131	5	131_5	Which type of heat pump is better in terms of efficiency?	Which type is better in terms of efficiency?
131	6	131_6	How many years will it take to recoup the investment in a geothermal heat pump?	How many years will it take to recoup the investment?
131	7	131_7	What makes geothermal so efficient?	That’s great. What makes it so efficient?
131	8	131_8	What are some horror stories about air-source heat pumps?	Cool science. But I’ve heard some horror stories about air-source ones.
131	9	131_9	Tell me about AC systems.	Tell me about AC systems.
131	10	131_10	How is an AC compressor different from a heat pump?	How is it different from a heat pump?
