conversation_id	turn_id	id	query	original	sparse
107	1	107_1	How do I build a cheap driveway?	How do I build a cheap driveway?	
107	2	107_2	Which is cheaper: concrete or asphalt?	Which is cheaper: concrete or asphalt?	"{""Which is cheaper: concrete or asphalt?"": 0.13190496107313054, ""Which is cheaper: concrete or asphalt driveways?"": 0.11185166794385201, ""Which driveway is cheaper: concrete or asphalt?"": 0.09982713502743519, ""Which is cheaper: concrete or asphalt for a driveway?"": 0.09975915553952552, ""Which is cheaper: concrete or asphalt for driveways?"": 0.0979788716198613, ""Which is cheaper to build a driveway on: concrete or asphalt?"": 0.0933127011284678, ""Which is cheaper: concrete or asphalt driveway?"": 0.09259137475858939, ""What is cheaper: concrete or asphalt?"": 0.09248695248744326, ""Which is cheaper to build a driveway with: concrete or asphalt?"": 0.09105940814529244, ""Which driveway material is cheaper: concrete or asphalt?"": 0.08922777227640252}"
107	3	107_3	What type of product is a driveway?	Really?  What type of product?	"{""What type of product is a driveway?"": 0.10953006087716904, ""What type of product is a driveway made of?"": 0.1063183715976622, ""What type of product does a driveway need?"": 0.10532221716561845, ""What type of product is best for a driveway?"": 0.09852437532324619, ""What type of product is best for your driveway?"": 0.09738110546917993, ""What type of product is used for driveways?"": 0.0973330253742044, ""What type of product does a driveway have to be made of?"": 0.0969158506146954, ""What type of product does a driveway need to be made of?"": 0.09668669625129024, ""What type of product does a driveway need to be?"": 0.09622025402455373, ""What type of product is used in a driveway?"": 0.09576804330238044}"
107	4	107_4	Who knew that concrete or asphalt is more environmentally friendly?	Who knew?  Which is more environmentally friendly?	"{""Who knew that concrete or asphalt is more environmentally friendly?"": 0.10666067144755643, ""Who knew? Which is more environmentally friendly: concrete or asphalt?"": 0.10557761841270182, ""Who knew? Which is more environmentally friendly, concrete or asphalt?"": 0.10358788200317236, ""Who knew that concrete or asphalt was more environmentally friendly?"": 0.1014565512884988, ""Who knew? Which is more environmentally friendly, rock salt or asphalt?"": 0.10039069837868543, ""Who knew? Which is more environmentally friendly?"": 0.10005403386850756, ""Who knew that concrete is more environmentally friendly than asphalt?"": 0.09790128309806934, ""Who knew that concrete was more environmentally friendly than asphalt?"": 0.09583268868681742, ""Who knew that rock salt is more environmentally friendly?"": 0.09436511400150664, ""Who knew that rock salt is more environmentally friendly than asphalt?"": 0.09417345881448423}"
107	5	107_5	Which type of driveway is better for the environment?	No.  Which type of driveway is better for the environment?	"{""Which type of driveway is better for the environment?"": 0.13593832234232137, ""Which type of driveway is better for the environment: concrete or asphalt?"": 0.10790457935067191, ""What type of driveway is better for the environment?"": 0.10545906831346172, ""Which type of driveway is better for the environment, concrete or asphalt?"": 0.10240456521107018, ""Which type of driveway is better for the environment - concrete or asphalt?"": 0.09901829268789407, ""Which type of driveway is better for the environment \u2013 concrete or asphalt?"": 0.09250379329521531, ""No. Which type of driveway is better for the environment?"": 0.09241634555251504, ""What is better for the environment: concrete or asphalt?"": 0.08906255836949793, ""Which type of driveway is best for the environment?"": 0.08829941887649967, ""which type of driveway is better for the environment?"": 0.0869930560008528}"
107	6	107_6	And most low-maintenance driveways are gravel or a mainly green, vegetated area. Directing water from an impermeable surface to a border rain garden or soakaway.	And most low-maintenance?	"{""And most low-maintenance driveways are gravel or a mainly green, vegetated area. Directing water from an impermeable surface to a border rain garden or soakaway."": 0.10296065870175419, ""And most low-maintenance driveways are made of gravel or a mainly green, vegetated area. Directing water from an impermeable surface to a border rain garden or soakaway."": 0.10270938412689198, ""And most low-maintenance driveways are made with gravel or a mainly green, vegetated area. Directing water from an impermeable surface to a border rain garden or soakaway."": 0.10119248185163106, ""And most low-maintenance driveways are made from gravel or a mainly green, vegetated area. Directing water from an impermeable surface to a border rain garden or soakaway."": 0.10008071474573717, ""And most low-maintenance driveways are gravel or a mainly green, vegetated area. Directing water from an impermeable surface to a border rain garden or soakaway.?"": 0.09976583013638135, ""And most low-maintenance driveways are made of gravel or a mainly green, vegetated area. Using water from an impermeable surface to a border rain garden or soakaway."": 0.09950813907179501, ""And most low-maintenance driveways are gravel or a mainly green, vegetated area. Using water from an impermeable surface to a border rain garden or soakaway."": 0.09889189285415387, ""And most low-maintenance driveways are made of gravel or a mainly green, vegetated area. Directing water from an impermeable surface to a border rain garden or soakaway.?"": 0.09857643204117537, ""And most low-maintenance driveways are gravel or a mainly green, vegetated area. Directing water from an impermeable surface to a border rain garden or soakaway?"": 0.0983051254983939, ""And most low-maintenance driveways?"": 0.0980093409720861}"
107	7	107_7	Really? What about asphalt driveways?	Really? What about asphalt?	"{""Really? What about asphalt driveways?"": 0.11969313977070993, ""Really? What about asphalt?"": 0.11805946905173437, ""What about asphalt driveways?"": 0.11106733895970758, ""Really? What about asphalt for driveways?"": 0.09532256462272291, ""Really? What about asphalt as a driveway?"": 0.0935883080503953, ""What about asphalt?"": 0.09331829941708551, ""Really? What about asphalt as far as driveway maintenance is concerned?"": 0.09263855261135018, ""Really? What about asphalt as a driveway material?"": 0.09261624461246123, ""Really? What about asphalt as far as driveways go?"": 0.09187350435764488, ""Really? What about asphalt for a driveway?"": 0.0918225785461881}"
107	8	107_8	Is sealing driveways worth it?	Is sealing worth it?	"{""Is sealing driveways worth it?"": 0.12064543625186726, ""Is sealing asphalt driveways worth it?"": 0.11879932715471478, ""Is sealing a driveway worth it?"": 0.11155098988310118, ""Is sealing worth it?"": 0.10132862155989529, ""Is sealing worth it for asphalt driveways?"": 0.09743916202323669, ""Is sealing your asphalt driveway worth it?"": 0.0943253880588231, ""Is sealing your driveway worth it?"": 0.09091751129881748, ""Is sealing the driveway worth it?"": 0.08888413115385091, ""Is sealing asphalt driveways worth the cost?"": 0.08822983579802413, ""Is sealing driveways worth the cost?"": 0.08787959681766919}"
108	1	108_1	How can fires help an ecosystem?	How can fires help an ecosystem?	
108	2	108_2	Give me some examples of how fire affects ecosystems.	Give me some examples.	"{""Give me some examples of how fire affects ecosystems."": 0.1091476383914106, ""Give me some examples of how fires affect ecosystems."": 0.1059847708984376, ""Give me some examples of the frequency of fire in the United States."": 0.10497502760929119, ""Give me some examples of how fires in the United States affect ecosystems."": 0.10337162642109686, ""Give me some examples of ecosystems that have characteristic frequency of fire."": 0.09918099272778763, ""Give me some examples of how fire affects ecosystems in the United States."": 0.09785787526285027, ""Give me some examples of how fire can help an ecosystem."": 0.096649233968136, ""Give me some examples of how wildfires affect ecosystems."": 0.09522839550354852, ""Give me some examples of how fires help ecosystems."": 0.0940555577877839, ""Give me some examples of how fire can help ecosystems."": 0.09354888142965742}"
108	3	108_3	What are other fire-followers besides whispering bells?	Cool name!  What are other fire-followers?	"{""What are other fire-followers besides whispering bells?"": 0.10713603263081967, ""What are other fire-followers in the chaparral ecosystem besides whispering bells?"": 0.10671846122186278, ""What are other fire-followers besides the whispering bells?"": 0.1056945566298289, ""What are other fire-followers in the chaparral ecosystem besides the whispering bells?"": 0.10566243407584934, ""What are other fire-followers in the chaparral ecosystem?"": 0.10029280993726244, ""What are some other fire-followers in the chaparral ecosystem besides whispering bells?"": 0.0967934129034614, ""What are some other fire-followers in the chaparral ecosystem besides the whispering bells?"": 0.09645754988147018, ""What are other fire-followers in the chaparral ecosystems besides whispering bells?"": 0.09397996533306661, ""What are other fire-followers?"": 0.09384107996229879, ""What are other fire-followers in the chaparral ecosystems besides the whispering bells?"": 0.0934236974240799}"
108	4	108_4	More broadly, what are the effects of agriculture on ecosystems?	Let’s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture?	"{""More broadly, what are the effects of agriculture on ecosystems?"": 0.1162260844382419, ""More broadly, what are the effects of agriculture on the longleaf pine ecosystem?"": 0.103535370370771, ""Let\u2019s talk about other environmental influences besides fire and agriculture. More broadly, what are the effects of agriculture on ecosystems?"": 0.10075579723508653, ""Let\u2019s talk about other environmental influences besides fire and agriculture. More broadly, what are the effects of agriculture on the longleaf pine ecosystem?"": 0.09986700492931525, ""Let\u2019s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture on ecosystems?"": 0.09926526875554934, ""Let\u2019s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture on the longleaf pine ecosystem?"": 0.09802314942505695, ""What are the effects of agriculture on ecosystems?"": 0.09687872925541142, ""What are the effects of agriculture on the longleaf pine ecosystem?"": 0.09596398342547754, ""Let\u2019s talk about other environmental influences besides fire. More broadly, what are the effects of agriculture?"": 0.0954469733297406, ""More broadly, what are the effects of agriculture on the ecology of the longleaf pine ecosystem?"": 0.09403763883534948}"
108	5	108_5	Can burning fuels cause desertification?	Can it cause desertification?	"{""Can burning fuels cause desertification?"": 0.1261078543274425, ""Can burning fossil fuels cause desertification?"": 0.1145235089414269, ""Can burning wood and coal cause desertification?"": 0.11306920760046772, ""Can burning fuels such as wood and coal cause desertification?"": 0.10857532605084659, ""Can burning fuels like wood and coal cause desertification?"": 0.10546885195276301, ""Can burning fuels such as wood or coal cause desertification?"": 0.09377677748919172, ""Can burning wood or coal cause desertification?"": 0.09328984568477178, ""Can burning fuel cause desertification?"": 0.0905893499999798, ""Can burning wood and coal cause desertification in ecosystems?"": 0.0773851786002154, ""Can burning fuels cause desertification in ecosystems?"": 0.07721409935289454}"
108	6	108_6	What does it mean to be tired in relation to ecosystems?	What does it mean to be tired?	"{""What does it mean to be tired in relation to ecosystems?"": 0.11675995231922183, ""What does it mean to be tired?"": 0.10945125230052154, ""What does it mean to be tired in relation to desertification?"": 0.09849536095934067, ""What does it mean to be tired in regards to ecosystems?"": 0.09847355023685252, ""What does it mean to be tired in the context of desertification?"": 0.09844486163573848, ""What does it mean to be tired in the desert?"": 0.09723000054646054, ""What does it mean to be tired in the context of ecosystems?"": 0.09651719382336649, ""What does it mean to be tired in the desertification context?"": 0.0956718917695173, ""What does it mean to be tired in desertification?"": 0.09481677296720431, ""What does it mean to be tired in relation to plants?"": 0.09413916344177632}"
108	7	108_7	How are agroecology and organic farming related?	That sounds like organic farming.  How are they related?	"{""How are agroecology and organic farming related?"": 0.12774139407688043, ""How is agroecology and organic farming related?"": 0.11497155603069632, ""How is agroecology related to organic farming?"": 0.10705707459728553, ""How are Agroecology and organic farming related?"": 0.1006340429954824, ""How are regenerative agriculture and organic farming related?"": 0.10024476859268455, ""How are organic farming and agroecology related?"": 0.09682592590148886, ""How is regenerative agriculture related to organic farming?"": 0.08959857055243137, ""How is Agroecology related to organic farming?"": 0.08850941708616611, ""How is Agroecology and organic farming related?"": 0.08835662658639505, ""How is regenerative agriculture and organic farming related?"": 0.0860606235804894}"
108	8	108_8	Does organic farming reduce global warming, and if so how?	Does organic farming reduce global warming, and if so, how?	"{""Does organic farming reduce global warming, and if so how?"": 0.13391446035590449, ""Does organic farming reduce global warming, and if so, how?"": 0.12848656435951167, ""Does organic farming reduce global warming? And if so, how?"": 0.09936920135674113, ""Does organic farming reduce global warming? and if so, how?"": 0.09510635827188806, ""Does organic agriculture reduce global warming, and if so how?"": 0.092474757723678, ""Does organic farming reduce global warming? and if so how?"": 0.09174567064392518, ""Does organic agriculture reduce global warming, and if so, how?"": 0.09102153002652114, ""Does organic farming reduce global warming? And if so how?"": 0.09058571283634065, ""Does organic gardening reduce global warming, and if so how?"": 0.08890043081787748, ""Do organic farming reduce global warming, and if so how?"": 0.08839531360761223}"
109	1	109_1	Why do cats eat plastic?	Why do cats eat plastic?	
109	2	109_2	Will it kill a cat?	Will it kill him?	"{""Will it kill a cat?"": 0.11441401727195966, ""Will it kill him?"": 0.10974254439401337, ""Will it kill my cat?"": 0.10528599051576283, ""Will it kill a cat that shows pica?"": 0.09960060491578578, ""Will it kill a cat that eats plastic?"": 0.09942620028574148, ""Will it kill your cat?"": 0.09906615092177645, ""Will eating plastic kill a cat?"": 0.09674614527154854, ""Will it kill the cat that shows pica?"": 0.09389955102168393, ""Will it kill a cat that has pica?"": 0.09150612312024105, ""Will it kill a cat who eats plastic?"": 0.09031267228148691}"
109	3	109_3	Will eating plastic kill my cat?	What?  No.  Will eating plastic kill my cat?	"{""Will eating plastic kill my cat?"": 0.15665557271195052, ""What? No. Will eating plastic kill my cat?"": 0.1094983967119484, ""What? Will eating plastic kill my cat?"": 0.09562455427090523, ""What is the answer to the question Will eating plastic kill my cat?"": 0.09447123764448524, ""Will eating plastic kill my cat. No. Will eating plastic kill my cat?"": 0.09337596747411439, ""What? No. Will eating plastic kill my cat."": 0.09153855018438922, ""What does eating plastic kill my cat?"": 0.09093703987305203, ""What is the answer to the question, Will eating plastic kill my cat?"": 0.09077188760931988, ""What is the answer to the question: Will eating plastic kill my cat?"": 0.0906065362641608, ""Will eating plastic kill my cat. No. Will eating plastic kill my cat."": 0.08652025725567429}"
109	4	109_4	How do I get my cat to stop eating plastic?	How do I get him to stop?	"{""How do I get my cat to stop eating plastic?"": 0.11265847401317076, ""How do I get my cat to stop ingesting non-food items?"": 0.11077903412210272, ""How do I get my cat to stop eating pica?"": 0.10446454301241126, ""How do I get my cat to stop ingesting pica?"": 0.10411259042459753, ""How do I get my cat to stop eating non-food items?"": 0.10368080121064084, ""How do I get my cat to stop ingesting plastic?"": 0.10140049960689616, ""How do I get a cat to stop ingesting non-food items?"": 0.09301644320321478, ""How do I get my cat to stop eating Pica?"": 0.0906537202542, ""How do I get my cat to stop ingesting Pica?"": 0.09027789615122918, ""How do I get a cat to stop eating plastic?"": 0.08895599800153677}"
109	5	109_5	Should I get a second cord guard?	Should I get a second one?	"{""Should I get a second cord guard?"": 0.12027705139792287, ""Should I get a second cord guard for my cat?"": 0.11793521072208692, ""Should I get a second cat guard?"": 0.10379073944151179, ""Should I get a second cord guard to keep electrical wires away from my cat\u2019s teeth?"": 0.09730612276862713, ""Should I get a second cord guard to keep electrical wires away from my cat?"": 0.09660513604294148, ""Should I get a second cord guard to keep electrical wires away from my cat's teeth?"": 0.09474872855526228, ""Should I get a second Cord Guard?"": 0.09340168607848942, ""Should I get a second cat litter box?"": 0.09328794028176948, ""Should I get a second cord guard to keep wires away from my cat?"": 0.09142429037350429, ""Should I get a second Cord Guard for my cat?"": 0.09122309433788434}"
109	6	109_6	What are your cat's desires?	What are his desires?	"{""What are your cat's desires?"": 0.12983975720794935, ""What are my cat's desires?"": 0.10808015774233345, ""What are your cat's desires for a second pet?"": 0.1047861890596518, ""What are your cat's desires when you are willing to put in the time, patience and expense of a second pet?"": 0.10030217657403498, ""What are your cat's desires when you are willing to put in the time, patience, expense and expense of a second pet?"": 0.0972878877425118, ""What are your cat's desires when you are willing to put in the time, patience, and expense of a second pet?"": 0.09550724862568138, ""What are my cat's desires for a second pet?"": 0.09334438574449505, ""What are your cat's desires in regards to a second pet?"": 0.09261477143580665, ""What are your cat's desires when you are willing to put in the time, patience, expense, and expense of a second pet?"": 0.08997136625611328, ""What are your cat's desires when you are willing to put in the time, energy, expense and expense of a second pet?"": 0.08826605961142223}"
109	7	109_7	What does the slow blink mean?	What does the slow blink mean?	"{""What does the slow blink mean?"": 0.1308359127578551, ""What does a slow blink mean?"": 0.10518345980797855, ""What does the slow blink mean for cats?"": 0.1003204696863235, ""What does the slow blink mean in regards to cats?"": 0.09854186715394515, ""What does the Slow Blink mean?"": 0.09776399905592048, ""What does the slow blink mean to your cat?"": 0.09684786658993202, ""What does the slow blink mean for your cat?"": 0.09477691049301104, ""What does slow blink mean?"": 0.0923509355246438, ""What does'slow blink' mean?"": 0.09224134520511075, ""What does the slow blink mean in relation to cats?"": 0.09113723372527963}"
110	1	110_1	What are the benefits of cow milk?	What are the benefits of cow milk?	
110	2	110_2	What about an alternative. I’ve heard it’s also made from almonds?	What about an alternative. I’ve heard it's also made from almonds?	"{""What about an alternative. I\u2019ve heard it\u2019s also made from almonds?"": 0.10451038320160141, ""What about an alternative to cow milk. I\u2019ve heard it\u2019s also made from almonds?"": 0.10416036672433113, ""What about an alternative to cow milk. I\u2019ve heard it's also made from almonds?"": 0.10095760784835522, ""What about an alternative. I\u2019ve heard it's also made from almonds?"": 0.10082952622464465, ""Is there an alternative to cow milk. I\u2019ve heard it\u2019s also made from almonds?"": 0.09906042399202547, ""What about an alternative to cow milk? I\u2019ve heard it\u2019s also made from almonds?"": 0.09901506220838342, ""What about an alternative to cow milk. I've heard it's also made from almonds?"": 0.09874005502078718, ""What about almond milk. I\u2019ve heard it\u2019s also made from almonds?"": 0.09825519186465985, ""What is an alternative to cow milk? I\u2019ve heard it\u2019s also made from almonds?"": 0.09744445534247839, ""What about an alternative. I've heard it's also made from almonds?"": 0.09702692757273325}"
110	3	110_3	Which is the healthiest milk substitute?	Which is healthiest?	"{""Which is the healthiest milk substitute?"": 0.11646825416914303, ""What is the healthiest milk substitute?"": 0.10357124777127652, ""Which is healthiest?"": 0.1033535053268305, ""Which is the healthiest milk?"": 0.10302226377893628, ""Which milk is the healthiest?"": 0.10010821732833977, ""Which is the healthiest milk alternative?"": 0.0996830934934943, ""Which is healthiest for you?"": 0.09723137111169385, ""Which milk substitute is the healthiest?"": 0.09292545035992007, ""What is the healthiest milk alternative?"": 0.09285677040882964, ""Which is healthiest milk?"": 0.09077982625153602}"
110	4	110_4	Which of those milk alternatives is the healthiest?	No, the vegan ones. Which of those alternatives is healthiest?	"{""Which of those milk alternatives is the healthiest?"": 0.10503871871971981, ""Which of the dairy alternatives is the healthiest?"": 0.10492932558003815, ""Which of the vegan milk alternatives is the healthiest?"": 0.10175031034820577, ""Which of those milk alternatives is healthiest?"": 0.10169303386095571, ""Which of those dairy alternatives is the healthiest?"": 0.1006001003932119, ""Which of the dairy alternatives is healthiest?"": 0.0982565297206795, ""Which of the vegan milk alternatives is healthiest?"": 0.09816173419464462, ""Which of those dairy alternatives is healthiest?"": 0.09796993841555351, ""Which of those milk substitutes is the healthiest?"": 0.09658882778640518, ""Which of those vegan milk alternatives is healthiest?"": 0.09501148098058584}"
110	5	110_5	Can I make soy milk at home?	Can I make it at home?	"{""Can I make soy milk at home?"": 0.1415142438540042, ""Can I make almond milk at home?"": 0.10608828902385044, ""Can I make cow's milk at home?"": 0.1016112414925815, ""Can I make my own soy milk at home?"": 0.09628104701871208, ""Can I make coconut milk at home?"": 0.09619565910204182, ""Can I make milk at home?"": 0.09481846025181011, ""Can I make cow milk at home?"": 0.09254088159340787, ""Can I make nut milk at home?"": 0.09160873384558144, ""Can I make vegan milk at home?"": 0.0899900598372654, ""Can I make it at home?"": 0.08935138398074516}"
110	6	110_6	Why is oat milk popular now?	Oat seems popular now.  Why?	"{""Why is oat milk popular now?"": 0.11925938736617145, ""Why is oat milk becoming popular now?"": 0.11343959657094338, ""Why is oat milk so popular now?"": 0.10896775496362468, ""Why does oat seem popular now?"": 0.10894451728285523, ""Why is oat milk becoming popular?"": 0.09702502763700183, ""Why is oat milk a popular milk substitute now?"": 0.09475344816611031, ""Why is oat milk a popular milk substitute?"": 0.08988896423878084, ""Why is oat milk becoming more popular?"": 0.08982078182215192, ""Why is oat milk becoming more popular now?"": 0.0894751550845081, ""Why is oat milk becoming so popular now?"": 0.08842536686785227}"
110	7	110_7	I’m going to bake some cookies. Which one would be the best to use?	I’m going to bake some cookies. Which one would be the best to use?	"{""I\u2019m going to bake some cookies. Which one would be the best to use?"": 0.10578211190240776, ""I\u2019m going to bake some cookies. Which milk substitute would be the best to use?"": 0.10365188550036449, ""I\u2019m going to bake some cookies. Which milk would be the best to use?"": 0.1032820402342336, ""I\u2019m going to bake some cookies with oat milk. Which one would be the best to use?"": 0.10323912067036964, ""I\u2019m going to bake some cookies. Which one would be the best to use for oat milk?"": 0.10268586287777925, ""I\u2019m going to bake some cookies. Which oat milk would be the best to use?"": 0.10125890762198335, ""I\u2019m going to bake some cookies. Which milk alternative would be the best to use?"": 0.09680062731596686, ""I\u2019m going to bake some cookies. Which one would be the best to use as a substitute for cow's milk?"": 0.0947611841377525, ""I\u2019m going to bake some cookies. Which one would be the best to use with oat milk?"": 0.09452617335513158, ""I\u2019m going to bake some cookies. Which one would be the best to use as a milk substitute?"": 0.09401208638401097}"
110	8	110_8	What would be second best for baking?	What would be second best?	"{""What would be second best for baking?"": 0.10686040397175814, ""What would be second best when it comes to non-dairy milk?"": 0.10096682222040941, ""What would be second best?"": 0.10055066875992223, ""What would be second best milk to use for baking?"": 0.09985364902994508, ""What would be the second best non-dairy milk to use for baking?"": 0.09979155959007809, ""What would be the second best non-dairy milk to use?"": 0.09960987643830364, ""What would be second best when it comes to non-dairy milks?"": 0.09893915544969133, ""What would be second best milk to use?"": 0.09870493254212029, ""What would be the second best non-dairy milk for baking?"": 0.09814753776982517, ""What would be second best to soy milk?"": 0.09657539422794664}"
