	Query_id	Query	Passage_id	Passage	Score
10	132_1-7	Woah. The effects of climate change are not all bad, right?	MARCO_18_2641518114-79	"Health impacts of climate change include the direct impacts of extreme events such as storms, floods, heatwaves and fires and the indirect effects of longer-term changes, such as drought, changes to the food and water supply, resource conflicts and population shifts. Increases in average temperatures mean that alterations in the geographic range and seasonality of certain infections and diseases (including vector-borne diseases such as malaria, dengue fever, Ross River virus and food-borne infections such as Salmonellosis) may be among the first detectable impacts of climate change on human health.  Human health is ultimately dependent on the health of the planet and its ecosystem.  The AMA believes that measures which mitigate climate change will also benefit public health.  Reducing GHGs should therefore be seen as a public health priority."""	74.63200955465436
11	132_1-7	Woah. The effects of climate change are not all bad, right?	MARCO_11_94725514-2	Climate change can affect human health in two main ways: first, by changing the severity or frequency of health problems that are already affected by climate or weather factors; and second, by creating unprecedented or unanticipated health problems or health threats in places or times of the year where they have not previously occurred. Every American is vulnerable to the health impacts associated with climate change, but some populations will be especially affected.  These groups include the poor, some communities of color, limited English-proficiency and immigrant groups, indigenous peoples, children and pregnant women, older adults, vulnerable occupational groups, people with disabilities, and people with medical conditions.  Overview The impacts of climate change include warming temperatures, changes in precipitation, increases in the frequency or intensity of some extreme weather events, and rising sea levels.  These impacts threaten our health by affecting the food we eat, the water we drink, the air we breathe, and the weather we experience.  The severity of these health risks will depend on the ability of public health and safety systems to address or prepare for these changing threats, as well as factors such as an individual's behavior, age, gender, and economic status.	72.83380449004471
12	132_1-1	I remember Glasgow hosting COP26 last year, but unfortunately I was out of the loop. What was the conference about?	MARCO_33_1621342262-1	"Climate Change: What is COP26, and why is it happening in Glasgow in 2021?  - CBBC Newsround Home Menu Home Shows Games Quizzes Watch Join  In Puzzles Newsround Newsround play Watch Newsround Climate Change: What is COP26, and why is it happening in Glasgow in 2021?  18 Nov 2020 18 November 2020 Last updated at 01:27 comments View Comments (2) COP26  The official poster for the rescheduled COP26 summit Prime Minister Boris Johnson had pledged that 2020 would be the ""defining year of climate action"" when he joined Sir David Attenborough to launch the next United Nations climate change conference.  The COP26 event is a global united Nations summit about climate change and how countries are planning to tackle it.  It was due to take place in Glasgow from 9 - 19 November with more than 200 world leaders due to attend, but when coronavirus arrived, that all changed.  Cop26 was moved to 1 and 12 November 2021 but many young activists from around the world are meeting at an online conference called Mock COP26 on the original dates.  So what is COP26 all about?  Keep reading to find out."	93.60385068980212
13	132_1-1	I remember Glasgow hosting COP26 last year, but unfortunately I was out of the loop. What was the conference about?	MARCO_30_1605964568-1	HOME - UN Climate Change Conference (COP26) at the SEC – Glasgow 2021 Uniting the world to tackle climate change.  The UK will host the 26th UN Climate Change Conference of the Parties (COP26) in Glasgow on 1 – 12 November 2021.  The COP26 summit will bring parties together to accelerate action towards the goals of the Paris Agreement and the UN Framework Convention on Climate Change.  The UK is committed to working with all countries and joining forces with civil society, companies and people on the frontline of climate change to inspire climate action ahead of COP26.  COP26 @COP26 · May 25, 2021 1397069926800654339 We need to accelerate the #RaceToZero Join @wef, @MPPindustry, @topnigel & @gmunozabogabir for a series of events demonstrating the need for systemic change to accelerate the global transition to net zero.  Starting May 27th  Learn more #ClimateBreakthroughs | #COP26 Twitter 1397069926800654339 COP26 @COP26 · May 24, 2021 1396737733649846273 #TechForOurPlanet is a new challenge programme for #CleanTech startups to pilot and showcase their solutions at #COP26!  Innovators can apply to six challenges focusing around core climate issues and government priorities.	93.43356706500526
14	132_1-1	I remember Glasgow hosting COP26 last year, but unfortunately I was out of the loop. What was the conference about?	MARCO_27_1574256585-1	Event: UN Climate Change Conference (UNFCCC COP 26) | SDG Knowledge Hub | IISD 1-12 November 2021 Glasgow, Scotland, UK share this twitter facebook googleplus pinterest UN Climate Change Conference (UNFCCC COP 26)  The 26th session of the Conference of the Parties (COP 26) to the UNFCCC was originally scheduled to take place from 9-19 November 2020, in Glasgow, UK.  On 28 May 2020, the COP Bureau decided that it would take place from 1-12 November 2021, in Glasgow, UK.  The change in dates had been anticipated following a decision, on 1 April 2020, to postpone the event due to the COVID-19 pandemic.  At that time, the COP Bureau announced that: “In light of the ongoing, worldwide effects of COVID-19, holding an ambitious, inclusive COP26 in November 2020 is no longer possible.  Rescheduling will ensure all parties can focus on the issues to be discussed at this vital conference and allow more time for the necessary preparations to take place.  We will continue to work with all involved to increase climate ambition, build resilience and lower emissions.”  The Italy-hosted Pre-COP and 'Youth for the Climate' event are also postponed.  SDG Knowledge Hub coverage of COP 25 and related events here.	91.18874675715053
15	132_1-3	Interesting. What are the effects of these climate changes?	MARCO_31_534957630-30	Source: The Climate Council Source: The Climate Council Source: The Climate Council Source: The Climate Council Source: The Climate Council Source: The Climate Council Source: The Climate Council Source: The Climate Council A Power Plant in Iceland Deals with Carbon Dioxide by Turning It into Rock (Source: MIT Technology ) Climate change developing world – What impacts will climate change have in the developing world? Climate change affects the entire globe; its impacts are more pronounced in the developing world than in the developed world.  In fact, ironically, although most of the human activity that produces climate change occurs in the developed world, many of climate changes’ effects will actually be beneficial in the developed world.  In the short- and middle-term, for example, climate change will likely increase fish and agricultural yields where populations are small and shrinking and productivity is highest.  Climate change’s impacts in the developing world will be almost exclusively negative, often terribly so.  As K. Smith tartly observed in 2008: “The rich will find their world to be more expensive, inconvenient, uncomfortable, disrupted and colourless; in general, more unpleasant and unpredictable, perhaps greatly so.  The poor will die.”	87.43064186861739
16	132_1-3	Interesting. What are the effects of these climate changes?	MARCO_17_3309188225-27	"It has been a topic for discussion at some of the United Nations Climate Change Conferences (COP). Impacts A changing climate also results in economic burdens.  The economies in Least Developed Countries have lost an average of 7% of their gross domestic product for the year 2010, mainly due to reduced labor productivity.  Rising sea levels cost 1% of GDP to the least developed countries in 2010 – 4% in the Pacific – with 65 billion dollars annually lost from the world economy.  Another example is the impact on fisheries: approximately 40 countries are acutely vulnerable to the impact of greenhouse gas emissions on fisheries.  Developing countries with large fisheries sectors are particularly affected.  During the Cancún COP16 in 2010, donor countries promised an annual $100 billion by 2020 through the Green Climate Fund for developing countries to adapt to climate change.  However, concrete pledges by developed countries have not been forthcoming.  Emmanuel Macron ( President of France) said at the 2017 United Nations Climate Change Conference in Bonn (COP 23): ""Climate change adds further injustice to an already unfair world"".  Economic development and climate are inextricably linked, particularly around poverty, gender equality, and energy."	85.76885392668191
17	132_1-3	Interesting. What are the effects of these climate changes?	WAPO_c514bdc9df22c43dfb344c58a3ea8197-5	The results showed that developed nations had a much higher awareness of climate change than the developing world, likely thanks to higher access to education and communication. But on the other hand, the people who were aware of climate change in developing nations perceived its risk to be higher than those in developed nations.  Leiserowitz adds that many people in developing nations who had never been educated about climate change said they had nonetheless already noticed local changes in temperature and precipitation patterns.  This is not necessarily surprising — time and again, scientists have warned that developing nations are likely to be hit hardest by the effects of climate change, and many climate-related changes in temperature and weather patterns are already most apparent in these places.  It’s a disproportional and, in many activists’ opinion, unjust aspect of climate change: The nations that have contributed the least amount of carbon emissions to Earth’s atmosphere are suffering the worst effects.  And the new study’s results highlight another aspect of this climate injustice — that is, people in the nations likely to be most affected by climate change are the least educated on the issue and therefore the least prepared for its effects.  “Not knowing you’re at risk makes you more vulnerable to risk,” Leiserowitz says.	82.68422979229945
18	132_2-1	That’s interesting. Tell me more about how climate change affects developing countries.	KILT_78449-18	"Developing countries are the least able to adapt to climate change (and are therefore called ""highly climate vulnerable"") due to their relatively low levels of wealth, technology, education, infrastructure and access to resources. This applies to many countries in Sub-Saharan Africa or Small Island Developing States.  Some of those island states are likely to face total inundation.  Fragile states or failed states like Afghanistan, Haiti, Myanmar, Sierra Leone, and Somalia are among the worst affected.   Climate vulnerability has been quantified in the Climate Vulnerability Monitor reports of 2010 and 2012.  Climate vulnerability in developing countries occurs in four impact areas: health, extreme weather, habitat loss, and economic stress.  A report by the Climate Vulnerability Monitor in 2012 estimated that climate change causes 400,000 deaths on average each year, mainly due to hunger and communicable diseases in developing countries.  These effects are most severe for the world’s poorest countries.   A changing climate also results in economic burdens.  The economies in Least Developed Countries have lost an average of 7% of their gross domestic product for the year 2010, mainly due to reduced labor productivity.  Rising sea levels cost 1% of GDP to the least developed countries in 2010 – 4% in the Pacific – with 65 billion dollars annually lost from the world economy."	85.46848430926912
19	132_2-1	That’s interesting. Tell me more about how climate change affects developing countries.	WAPO_c514bdc9df22c43dfb344c58a3ea8197-5	The results showed that developed nations had a much higher awareness of climate change than the developing world, likely thanks to higher access to education and communication. But on the other hand, the people who were aware of climate change in developing nations perceived its risk to be higher than those in developed nations.  Leiserowitz adds that many people in developing nations who had never been educated about climate change said they had nonetheless already noticed local changes in temperature and precipitation patterns.  This is not necessarily surprising — time and again, scientists have warned that developing nations are likely to be hit hardest by the effects of climate change, and many climate-related changes in temperature and weather patterns are already most apparent in these places.  It’s a disproportional and, in many activists’ opinion, unjust aspect of climate change: The nations that have contributed the least amount of carbon emissions to Earth’s atmosphere are suffering the worst effects.  And the new study’s results highlight another aspect of this climate injustice — that is, people in the nations likely to be most affected by climate change are the least educated on the issue and therefore the least prepared for its effects.  “Not knowing you’re at risk makes you more vulnerable to risk,” Leiserowitz says.	78.85050258319825
20	132_2-1	That’s interesting. Tell me more about how climate change affects developing countries.	MARCO_31_534957630-30	Source: The Climate Council Source: The Climate Council Source: The Climate Council Source: The Climate Council Source: The Climate Council Source: The Climate Council Source: The Climate Council Source: The Climate Council A Power Plant in Iceland Deals with Carbon Dioxide by Turning It into Rock (Source: MIT Technology ) Climate change developing world – What impacts will climate change have in the developing world? Climate change affects the entire globe; its impacts are more pronounced in the developing world than in the developed world.  In fact, ironically, although most of the human activity that produces climate change occurs in the developed world, many of climate changes’ effects will actually be beneficial in the developed world.  In the short- and middle-term, for example, climate change will likely increase fish and agricultural yields where populations are small and shrinking and productivity is highest.  Climate change’s impacts in the developing world will be almost exclusively negative, often terribly so.  As K. Smith tartly observed in 2008: “The rich will find their world to be more expensive, inconvenient, uncomfortable, disrupted and colourless; in general, more unpleasant and unpredictable, perhaps greatly so.  The poor will die.”	76.87571044196375
21	132_2-3	Okay, but how does climate change affect developing countries?	KILT_25054744-3	"These countries are currently and diversely affected by various climate change problems such as super storms, storm surges, tsunamis, droughts, famine due to climate factors, food shortage as by-product of climate change, power cutting, flash floods, mud slides, desertification, heatwaves, reduction of fresh water sources, and other effects of climate change. Climate change is globally believed and scientifically proven to have incurred from the economic activities of developed and developing nations and regions such as China, the United States, and Europe.   Section::::Formation.   The CVF was founded by the Maldives government before the 2009 United Nations Climate Change Conference in Copenhagen, which sought to increase awareness of countries considered vulnerable.  Eleven governments from Africa, Asia, the Americas and the Pacific, representing the countries most vulnerable to climate change, met near the Maldives capital of Malé in November 2009.  The governments issued a declaration expressing alarm at the pace of change and damage as a result of global warming, stating that these conditions are ""an existential threat to our nations, our cultures and to our way of life"" and ""undermine the internationally-protected human rights of our people""."	85.66606989875436
22	132_2-3	Okay, but how does climate change affect developing countries?	KILT_4607152-11	Many developing countries prioritize economic development over addressing the issue of climate change, as they are more concerned about pre-existing problems such as poverty, malnutrition, food insecurity, availability of drinking water, indebtedness, illiteracy, unemployment, local resource conflicts, and lower technological development. On the other hand, climate change threatens to exacerbate or stall progress on fixing some of these pre-existing problems.  Advocates have thus proposed integrating climate change adaptation into poverty reduction programs.   Section::::Considerations and general recommendations.   Section::::Considerations and general recommendations.:Principles for effective policy.   Adaptive policy can occur at the global, national, or local scale, with outcomes dependent on the political will in that area.  Scheraga and Grambsch identify 9 fundamental principles to be considered when designing adaptation policy.   BULLET::::1.  The effects of climate change vary by region.   BULLET::::2.  The effects of climate change may vary across demographic groups.   BULLET::::3.  Climate change poses both risks and opportunities.   BULLET::::4.  The effects of climate change must be considered in the context of multiple stressors and factors, which may be as important to the design of adaptive responses as the sensitivity of the change.   BULLET::::5.  Adaptation comes at a cost.   BULLET::::6.  Adaptive responses vary in effectiveness, as demonstrated by current efforts to cope with climate variability.	82.2371193356812
23	132_2-3	Okay, but how does climate change affect developing countries?	KILT_31835841-2	Climate change and global warming have become one of the most pressing environmental concerns and the greatest global challenges in society today. As this issue continues to dominate the international agenda, researchers from different academic sectors have for long been devoting great efforts to explore effective solutions to climate change, with technologists and planners devising ways of mitigating and adapting to climate change; economists estimating the cost of climate change and the cost of tackling it; development experts exploring the impact of climate change on social services and public goods.  However, Cammack (2007) points out two problems with many of the above discussions, namely the disconnection between the proposed solutions to climate change from different disciplines; and the devoid of politics in addressing climate change at the local level.  Further, the issue of climate change is facing various other challenges, such as the problem of elite-resource capture, the resource constraints in developing countries and the conflicts that frequently result from such constraints, which have often been less concerned and stressed in suggested solutions.  In recognition of these problems, it is advocated that “understanding the political economy of climate change is vital to tackling it”.	77.17545539094135
24	132_2-5	How are developed countries helping developing countries adapt to climate change?	MARCO_48_1250272123-2	To provide predictability on climate finance, developed countries will communicate every two years on projected levels of public climate finance to be provided to developing countries. Developing countries will report on climate finance they will provide on a voluntary basis.  Regular updates send a signal for where low-carbon investments can be made, and the resources available to help the most vulnerable communities adapt to the impacts of climate change.  Broadening the donor base The broadening of the donor pool is important, because it recognizes the fact that many developing countries are already contributing climate finance.  Countries that were considered low-income developing countries several decades ago are now in a position which allows them to contribute climate finance for less developed countries.  Countries including Vietnam and Chile have already pledged funds to the Green Climate Fund, and China has pledged $3.1 billion for South-South cooperation between developing countries.  The new Agreement makes clear that developed countries are not shirking their responsibilities for climate finance --- which is a responsibility already recognized as part of the UN Framework Convention on Climate Change.  Developing countries are not obligated to provide climate finance, but they are welcomed to contribute financing for climate activities without diluting the responsibilities of developed nations to provide climate finance.	84.03942359890789
25	132_2-5	How are developed countries helping developing countries adapt to climate change?	MARCO_48_1251187189-9	Countries are also expected to revisit their pledges and put forward progressively stronger targets every five years, with the goal of further driving down emissions. Nations must participate in a “ global stocktake ” to measure collective efforts toward meeting the Paris Agreement’s long-term goals as well.  Meanwhile, developed countries also have to estimate how much financial assistance they’ll allocate to developing nations to help them reduce emissions and adapt to the impacts of climate change.  These transparency and accountability provisions are similar to those in the frameworks of other international agreements.  While the system doesn’t include financial penalties, the requirements are aimed at making the progress of individual nations easy to track and fostering a sense of global peer pressure, discouraging any dragging of feet among countries that may consider doing so.  Mobilize support for climate change mitigation and adaptation in developing nations.  Recognizing that many developing countries and small island nations that have contributed the least to climate change could suffer the most from its consequences, the Paris Agreement includes a plan for developed countries—and others “in a position to do so”—to continue to provide financial resources to help developing countries mitigate and increase resilience to climate change.	81.64089118689299
26	132_2-5	How are developed countries helping developing countries adapt to climate change?	MARCO_15_1888001823-3	Adaptation Governments agreed to strengthen societies' ability to deal with the impacts of climate change; provide continued and enhanced international support for adaptation to developing countries. Loss and damage The agreement also recognises the importance of averting, minimising and addressing loss and damage associated with the adverse effects of climate change; acknowledges the need to cooperate and enhance the understanding, action and support in different areas such as early warning systems, emergency preparedness and risk insurance.  Role of cities, regions and local authorities The agreement recognises the role of non-Party stakeholders in addressing climate change, including cities, other subnational authorities, civil society, the private sector and others.  They are invited to scale up their efforts and support actions to reduce emissions; build resilience and decrease vulnerability to the adverse effects of climate change; uphold and promote regional and international cooperation.  Support The EU and other developed countries will continue to support climate action to reduce emissions and build resilience to climate change impacts in developing countries.  Other countries are encouraged to provide or continue to provide such support voluntarily.  Developed countries intend to continue their existing collective goal to mobilise USD 100 billion per year by 2020 and extend this until 2025.  A new and higher goal will be set for after this period.	81.40631473995745
27	132_2-7	Are developed countries meeting their pledges to provide climate financial support to developing countries in the Paris Agreement?	MARCO_48_1251187189-9	Countries are also expected to revisit their pledges and put forward progressively stronger targets every five years, with the goal of further driving down emissions. Nations must participate in a “ global stocktake ” to measure collective efforts toward meeting the Paris Agreement’s long-term goals as well.  Meanwhile, developed countries also have to estimate how much financial assistance they’ll allocate to developing nations to help them reduce emissions and adapt to the impacts of climate change.  These transparency and accountability provisions are similar to those in the frameworks of other international agreements.  While the system doesn’t include financial penalties, the requirements are aimed at making the progress of individual nations easy to track and fostering a sense of global peer pressure, discouraging any dragging of feet among countries that may consider doing so.  Mobilize support for climate change mitigation and adaptation in developing nations.  Recognizing that many developing countries and small island nations that have contributed the least to climate change could suffer the most from its consequences, the Paris Agreement includes a plan for developed countries—and others “in a position to do so”—to continue to provide financial resources to help developing countries mitigate and increase resilience to climate change.	90.0751816094853
28	132_2-7	Are developed countries meeting their pledges to provide climate financial support to developing countries in the Paris Agreement?	MARCO_48_1250292652-5	For this reason the Paris agreement sets out a clear signal that developed countries will help mobilize even greater financial support to assist the poorest countries in building low-carbon and climate resilient economies. The agreement outlines that developed countries will continue to support developing countries in their efforts to reduce emissions and adapt to the impacts of climate change.  Other countries can help mobilize finance to assist developing countries (see Art 9.1-9.3).  Developed countries signal that they will continue with their existing finance goal of mobilizing $100 billion per year by 2020.  And they outlined that before 2025 they will set a new collective financial target from a floor of $100 billion per year (to regularly outline significantly more finance that they will mobilize, starting with the $100 billion in 2020 as the floor (see para 54 in the Decision).  These investments can help spur an even larger clean energy economy around the world, unleash additional emission reduction efforts, and help countries address the devastating impacts of climate change that will set back the well-being of their citizens.	84.09269950212911
29	132_2-7	Are developed countries meeting their pledges to provide climate financial support to developing countries in the Paris Agreement?	MARCO_25_570836921-8	This will make it far easier to draw in the largest pools of capital that need long-term certainty in order to invest in clean technologies. Giving confidence that existing financial commitments will be met:Many developing countries, particularly the poorest and most vulnerable, came to Paris seeking reassurance that a global climate deal is not just about the big emitters but also supports their transition to a low-carbon growth path.  In this regard, we are already making strong progress towards meeting the existing goal to mobilize $100 billion from a wide variety of sources, including both public and private, by 2020.  The Paris outcome provides further confidence that this goal will be met and that climate finance will continue to flow.  For the first time, the Agreement recognizes the reality that countries like China are already joining the base of donor countries contributing to climate finance and encourages developing countries to contribute to climate finance, while reaffirming that the United States and other developed economies should continue to take the lead.  These components of the Agreement build on steps the United States took in Paris to demonstrate its commitment to mobilizing finance from public and private sources for both mitigation and adaptation activities in developing countries.	83.07114095520228
