	Query_id	Query	Passage_id	Passage	Score
10	132_1-7	Woah. The effects of climate change are not all bad, right?	WAPO_F4ED6VDOMJBVJALYX4Q4T6GCJA-1	As head of the Environmental Protection Agency, Scott Pruitt has repeatedly questioned the scientific consensus that rising levels of carbon dioxide from human-fueled activity are warming the planet.  He’s now taking a different tack: Even if climate change is occurring, as the vast majority of scientists say it is, a warmer atmosphere might not be so awful for humans, according to Pruitt.  “We know humans have most flourished during times of what, warming trends,” Pruitt said Tuesday during an interview on KSNV, an NBC affiliate in Las Vegas.  “So I think there’s assumptions made that because the climate is warming, that that necessarily is a bad thing.   Do we really know what the ideal surface temperature should be in the year 2100, in the year 2018?  That’s fairly arrogant for us to think that we know exactly what it should be in 2100.”  Pruitt continued: “There are very important questions around the climate issue that folks really don’t get to.  And that’s one of the reasons why I’ve talked about having an honest, open, transparent debate about what do we know, what don’t we know, so the American people can be informed and they can make decisions on their own with respect to these issues.”	80.46169609937351
11	132_1-7	Woah. The effects of climate change are not all bad, right?	MARCO_21_590083193-1	Solar Power: Good for the Environment and Human Health | by Brooklyn Faulkner | Healthcare in America Solar Power: Good for the Environment and Human Health Brooklyn Faulkner Follow Mar 23, 2019 · 5 min read Source: Unsplash In October 2018, the Intergovernmental Panel on Climate Change released a special report on the impacts of global warming of 1.5 degrees Celsius.  While the consequences of an increase in temperature by 1.5 degrees are not as bad as those expected with an increase of 2 degrees, the environment will still suffer considerably.  Some of the potential risks of a 1.5 degree increase include climate-related risks to health, livelihood, food security, water supply, and economic growth.  Unfortunately, these human-associated risks of rising temperatures and climate change only scratch the surface of larger environmental repercussions of rising temperatures and climate change.  Vanishing ecosystems, species extinction, and rising sea levels are all expected outcomes of the changing planet.  If limiting global warming to 1.5 degrees still results in dire consequences, one can only imagine the havoc a rise of 2 degrees would cause.  Today, it is more important than ever to make efforts to minimize climate change and ensure the least possible damage to the planet.  One way to do so is by replacing traditional energy sources with solar power.	79.95105359179433
12	132_2-1	That’s interesting. Tell me more about how climate change affects developing countries.	MARCO_30_1605964568-1	HOME - UN Climate Change Conference (COP26) at the SEC – Glasgow 2021 Uniting the world to tackle climate change.  The UK will host the 26th UN Climate Change Conference of the Parties (COP26) in Glasgow on 1 – 12 November 2021.  The COP26 summit will bring parties together to accelerate action towards the goals of the Paris Agreement and the UN Framework Convention on Climate Change.  The UK is committed to working with all countries and joining forces with civil society, companies and people on the frontline of climate change to inspire climate action ahead of COP26.  COP26 @COP26 · May 25, 2021 1397069926800654339 We need to accelerate the #RaceToZero Join @wef, @MPPindustry, @topnigel & @gmunozabogabir for a series of events demonstrating the need for systemic change to accelerate the global transition to net zero.  Starting May 27th  Learn more #ClimateBreakthroughs | #COP26 Twitter 1397069926800654339 COP26 @COP26 · May 24, 2021 1396737733649846273 #TechForOurPlanet is a new challenge programme for #CleanTech startups to pilot and showcase their solutions at #COP26!  Innovators can apply to six challenges focusing around core climate issues and government priorities.	89.28650801420952
13	132_2-1	That’s interesting. Tell me more about how climate change affects developing countries.	MARCO_30_1605964568-5	"Learn more about #G7UK #COP26 Twitter 1395288188785098757 COP26 @COP26 · May 20, 2021 1395273087688577026 ""COP26 is about the radical collaboration between everyone"" Ahead of last year's Climate Ambition Summit, we spoke to @LaurenceTubiana, who helped shape the #ParisAgreement With only 6 months until #COP26, we are officially on the road to Glasgow. #TogetherForOurPlanet Twitter 1395273087688577026 COP26 @COP26 · May 20, 2021 1395257984712859655 Four Goals #COP26 Collaboration Working together to deliver the Paris Rulebook and accelerate #ClimateAction is one of the four key goals the UK is taking to governments across the world.  Learn more #COP26 | #TogetherForOurPlanet Twitter 1395257984712859655 COP26 @COP26 · May 19, 2021 1395076797579026435 The global transition to a more sustainable and resilient future will require all forms of finance: public and private; domestic and international.  Read the #COP26 Priorities for Public Finance #TogetherForOurPlanet | #ClimateAction Twitter 1395076797579026435 COP26 @COP26 · May 19, 2021 1395046592516960257 Gender responsive climate investments can strengthen climate and environmental outcomes, open up business opportunities and be financially more effective.  That's one reason why @MarkJCarney has committed to becoming an International Gender Champion Learn more Twitter 1395046592516960257 COP26 @COP26 · May 19, 2021 1394986201787031556 Private finance is crucial in helping the world get to net zero."	88.49896945699493
14	132_2-1	That’s interesting. Tell me more about how climate change affects developing countries.	MARCO_33_1621342262-1	"Climate Change: What is COP26, and why is it happening in Glasgow in 2021?  - CBBC Newsround Home Menu Home Shows Games Quizzes Watch Join  In Puzzles Newsround Newsround play Watch Newsround Climate Change: What is COP26, and why is it happening in Glasgow in 2021?  18 Nov 2020 18 November 2020 Last updated at 01:27 comments View Comments (2) COP26  The official poster for the rescheduled COP26 summit Prime Minister Boris Johnson had pledged that 2020 would be the ""defining year of climate action"" when he joined Sir David Attenborough to launch the next United Nations climate change conference.  The COP26 event is a global united Nations summit about climate change and how countries are planning to tackle it.  It was due to take place in Glasgow from 9 - 19 November with more than 200 world leaders due to attend, but when coronavirus arrived, that all changed.  Cop26 was moved to 1 and 12 November 2021 but many young activists from around the world are meeting at an online conference called Mock COP26 on the original dates.  So what is COP26 all about?  Keep reading to find out."	86.38362630723896
15	132_2-3	Okay, but how does climate change affect developing countries?	MARCO_56_509777868-2	This year’s COP26 represents a major milestone as the world looks to recover better from the global pandemic and implement the transformative change necessary to limit the global temperature rise to 1.5°C. Collective action will be critical and we call on businesses to assess environmental risks and opportunities, set and deliver ambitious environmental targets and adopt responsible practices for a transition to the net-zero, resilient economy.	90.96571388164377
16	132_2-3	Okay, but how does climate change affect developing countries?	MARCO_47_1570533441-15	As part of an international agreement signed at the conference, all 27 member states of the European Union agreed to reduce carbon emission s by 20 percent by 2020 (from 1990 levels). The EU also notified the UN of a “conditional offer to increase this cut to 30 percent, provided that other major emitters agree to take on their fair share of a global reduction effort.”  This conditional offer illustrates the tension that was present at the conference between developed countries’ high carbon emissions and developing countries’ low or rising carbon use.  In fact, many developing nations argued that the Copenhagen Accord was drafted by a small group of powerful countries and unfairly disadvantages poorer countries, many of which are expected to suffer the worst effects of climate change.  The ageing of Europe’s population is also expected to dramatically affect the continent’s social, political, and financial future.  The overall population of Europe is set to drop from roughly 590 million to 542 million by 2050.  The proportion of people older than 65 will grow from 16 percent to 28 percent.  These projected changes will have two major effects: There will be a smaller work force to create a dynamic and industrious economy, and governments and citizens will have to care for more elderly people.  These changes will affect different regions of Europe in different ways.	87.96130669940612
17	132_2-3	Okay, but how does climate change affect developing countries?	MARCO_18_3480200950-24	The United Nations Framework Convention on Climate Change (UNFCCC) is the primary international, intergovernmental forum for negotiating the global response to climate change. The decade between 2010 - 2019 was the warmest decade recorded in history.  Currently climate change is affecting the global community in each country of the world.  Its impact affects not only national economies, but also lives and livelihoods, especially those in vulnerable conditions.  By 2018, climate change continued exacerbating the frequency of natural disasters, such as massive wildfires, droughts, hurricanes and floods, affecting more than 39 million of people.  Over the period 2000–2018, green house emissions of developed countries and economies in transitions have declined by 6.5%.  The emissions of the developing countries are up by 43% in the period between 2000 and 2013.  In 2019, at least 120 of 153 developing countries had undertaken activities to formulate and implement national adaptation plans.  Plastic polymers are derived from fossil fuels and plastics account for 6% of global oil consumption.  Therefore, plastics and GHG emissions are intricately connected with every step of the plastic life cycle, from production to transportation to waste disposal, contributing to climate change.	83.28391611165989
18	132_2-5	How are developed countries helping developing countries adapt to climate change?	MARCO_48_1250272123-2	To provide predictability on climate finance, developed countries will communicate every two years on projected levels of public climate finance to be provided to developing countries. Developing countries will report on climate finance they will provide on a voluntary basis.  Regular updates send a signal for where low-carbon investments can be made, and the resources available to help the most vulnerable communities adapt to the impacts of climate change.  Broadening the donor base The broadening of the donor pool is important, because it recognizes the fact that many developing countries are already contributing climate finance.  Countries that were considered low-income developing countries several decades ago are now in a position which allows them to contribute climate finance for less developed countries.  Countries including Vietnam and Chile have already pledged funds to the Green Climate Fund, and China has pledged $3.1 billion for South-South cooperation between developing countries.  The new Agreement makes clear that developed countries are not shirking their responsibilities for climate finance --- which is a responsibility already recognized as part of the UN Framework Convention on Climate Change.  Developing countries are not obligated to provide climate finance, but they are welcomed to contribute financing for climate activities without diluting the responsibilities of developed nations to provide climate finance.	84.03942359890789
19	132_2-5	How are developed countries helping developing countries adapt to climate change?	MARCO_48_1251187189-9	Countries are also expected to revisit their pledges and put forward progressively stronger targets every five years, with the goal of further driving down emissions. Nations must participate in a “ global stocktake ” to measure collective efforts toward meeting the Paris Agreement’s long-term goals as well.  Meanwhile, developed countries also have to estimate how much financial assistance they’ll allocate to developing nations to help them reduce emissions and adapt to the impacts of climate change.  These transparency and accountability provisions are similar to those in the frameworks of other international agreements.  While the system doesn’t include financial penalties, the requirements are aimed at making the progress of individual nations easy to track and fostering a sense of global peer pressure, discouraging any dragging of feet among countries that may consider doing so.  Mobilize support for climate change mitigation and adaptation in developing nations.  Recognizing that many developing countries and small island nations that have contributed the least to climate change could suffer the most from its consequences, the Paris Agreement includes a plan for developed countries—and others “in a position to do so”—to continue to provide financial resources to help developing countries mitigate and increase resilience to climate change.	81.64089118689299
20	132_2-5	How are developed countries helping developing countries adapt to climate change?	MARCO_15_1888001823-3	Adaptation Governments agreed to strengthen societies' ability to deal with the impacts of climate change; provide continued and enhanced international support for adaptation to developing countries. Loss and damage The agreement also recognises the importance of averting, minimising and addressing loss and damage associated with the adverse effects of climate change; acknowledges the need to cooperate and enhance the understanding, action and support in different areas such as early warning systems, emergency preparedness and risk insurance.  Role of cities, regions and local authorities The agreement recognises the role of non-Party stakeholders in addressing climate change, including cities, other subnational authorities, civil society, the private sector and others.  They are invited to scale up their efforts and support actions to reduce emissions; build resilience and decrease vulnerability to the adverse effects of climate change; uphold and promote regional and international cooperation.  Support The EU and other developed countries will continue to support climate action to reduce emissions and build resilience to climate change impacts in developing countries.  Other countries are encouraged to provide or continue to provide such support voluntarily.  Developed countries intend to continue their existing collective goal to mobilise USD 100 billion per year by 2020 and extend this until 2025.  A new and higher goal will be set for after this period.	81.40631473995745
21	132_2-7	Are developed countries meeting their pledges to provide climate financial support to developing countries in the Paris Agreement?	MARCO_48_1251187189-9	Countries are also expected to revisit their pledges and put forward progressively stronger targets every five years, with the goal of further driving down emissions. Nations must participate in a “ global stocktake ” to measure collective efforts toward meeting the Paris Agreement’s long-term goals as well.  Meanwhile, developed countries also have to estimate how much financial assistance they’ll allocate to developing nations to help them reduce emissions and adapt to the impacts of climate change.  These transparency and accountability provisions are similar to those in the frameworks of other international agreements.  While the system doesn’t include financial penalties, the requirements are aimed at making the progress of individual nations easy to track and fostering a sense of global peer pressure, discouraging any dragging of feet among countries that may consider doing so.  Mobilize support for climate change mitigation and adaptation in developing nations.  Recognizing that many developing countries and small island nations that have contributed the least to climate change could suffer the most from its consequences, the Paris Agreement includes a plan for developed countries—and others “in a position to do so”—to continue to provide financial resources to help developing countries mitigate and increase resilience to climate change.	90.0751816094853
22	132_2-7	Are developed countries meeting their pledges to provide climate financial support to developing countries in the Paris Agreement?	MARCO_48_1250292652-5	For this reason the Paris agreement sets out a clear signal that developed countries will help mobilize even greater financial support to assist the poorest countries in building low-carbon and climate resilient economies. The agreement outlines that developed countries will continue to support developing countries in their efforts to reduce emissions and adapt to the impacts of climate change.  Other countries can help mobilize finance to assist developing countries (see Art 9.1-9.3).  Developed countries signal that they will continue with their existing finance goal of mobilizing $100 billion per year by 2020.  And they outlined that before 2025 they will set a new collective financial target from a floor of $100 billion per year (to regularly outline significantly more finance that they will mobilize, starting with the $100 billion in 2020 as the floor (see para 54 in the Decision).  These investments can help spur an even larger clean energy economy around the world, unleash additional emission reduction efforts, and help countries address the devastating impacts of climate change that will set back the well-being of their citizens.	84.09269950212911
23	132_2-7	Are developed countries meeting their pledges to provide climate financial support to developing countries in the Paris Agreement?	MARCO_25_570836921-8	This will make it far easier to draw in the largest pools of capital that need long-term certainty in order to invest in clean technologies. Giving confidence that existing financial commitments will be met:Many developing countries, particularly the poorest and most vulnerable, came to Paris seeking reassurance that a global climate deal is not just about the big emitters but also supports their transition to a low-carbon growth path.  In this regard, we are already making strong progress towards meeting the existing goal to mobilize $100 billion from a wide variety of sources, including both public and private, by 2020.  The Paris outcome provides further confidence that this goal will be met and that climate finance will continue to flow.  For the first time, the Agreement recognizes the reality that countries like China are already joining the base of donor countries contributing to climate finance and encourages developing countries to contribute to climate finance, while reaffirming that the United States and other developed economies should continue to take the lead.  These components of the Agreement build on steps the United States took in Paris to demonstrate its commitment to mobilizing finance from public and private sources for both mitigation and adaptation activities in developing countries.	83.07114095520228
24	132_2-9	That’s not too relevant to my question. By the way, is the Paris Agreement related to COP26 in Glasgow?	MARCO_30_1605964568-8	"#TogetherForOurPlanet #COP26 | @Resurgence_io Twitter 1394608703819587590 COP26 @COP26 · May 18, 2021 1394563408708739072 ""We witnessed floods of unprecedented magnitudes"" Ahead of last year's Climate Ambition Summit, we spoke to #IndigenousPeoples & environmental rights activist @SumakHelena With only 6 months until #COP26, we are officially on the road to Glasgow. #TogetherForOurPlanet Twitter 1394563408708739072 COP26 @COP26 · May 18, 2021 1394548313152573443 Not sure what climate change adaptation is?  The @UNFCCC climate dictionary has got you covered!  #TogetherForOurPlanet #COP26 | #ClimateAction Twitter 1394548313152573443 cop26uk View May 20 Open Four Goals #COP26 ... cop26uk View May 19 Open Four Goals for #COP26 ... cop26uk View May 18 Open Four Goals for #COP26 ... cop26uk View May 17 Open Four Goals for #COP26 ...  With thanks to our principal partners"	92.30078587665048
25	132_2-9	That’s not too relevant to my question. By the way, is the Paris Agreement related to COP26 in Glasgow?	MARCO_30_1605964568-5	"Learn more about #G7UK #COP26 Twitter 1395288188785098757 COP26 @COP26 · May 20, 2021 1395273087688577026 ""COP26 is about the radical collaboration between everyone"" Ahead of last year's Climate Ambition Summit, we spoke to @LaurenceTubiana, who helped shape the #ParisAgreement With only 6 months until #COP26, we are officially on the road to Glasgow. #TogetherForOurPlanet Twitter 1395273087688577026 COP26 @COP26 · May 20, 2021 1395257984712859655 Four Goals #COP26 Collaboration Working together to deliver the Paris Rulebook and accelerate #ClimateAction is one of the four key goals the UK is taking to governments across the world.  Learn more #COP26 | #TogetherForOurPlanet Twitter 1395257984712859655 COP26 @COP26 · May 19, 2021 1395076797579026435 The global transition to a more sustainable and resilient future will require all forms of finance: public and private; domestic and international.  Read the #COP26 Priorities for Public Finance #TogetherForOurPlanet | #ClimateAction Twitter 1395076797579026435 COP26 @COP26 · May 19, 2021 1395046592516960257 Gender responsive climate investments can strengthen climate and environmental outcomes, open up business opportunities and be financially more effective.  That's one reason why @MarkJCarney has committed to becoming an International Gender Champion Learn more Twitter 1395046592516960257 COP26 @COP26 · May 19, 2021 1394986201787031556 Private finance is crucial in helping the world get to net zero."	90.62520177197212
26	132_2-9	That’s not too relevant to my question. By the way, is the Paris Agreement related to COP26 in Glasgow?	WAPO_5QBM6RQTVMI6VHGXUG7MXSBPLY-1	MADRID — Mass protests, a last-minute venue change and talk of climate tipping points are adding some unplanned drama to this year’s international conference on tackling global warming.  Delegates from almost 200 countries had hoped to put the finishing touches on the rules governing the 2015 Paris accord, ironing out a few wrinkles left over from last year’s conference in Katowice, Poland, and setting the scene for a major review of their efforts in 2020.  But a year ago, Brazil pulled its offer to host the talks, and last month, stand-in Chile, rattled by anti-government protests, canceled five weeks before the meeting.  Next, President Trump served formal notice that the United States was quitting the Paris accord, delivering a symbolic blow to one of his predecessor’s signature achievements.  And scientists?  Well, they didn’t have any good news, either.  Study after study published in recent months has underscored the rapid pace of global warming and the need to urgently cut emissions of greenhouse gases.  Against that backdrop, the Dec. 2-13 meeting in Madrid has gained fresh impetus.  “We have to do more in less time,” said Spain’s environment minister, Teresa Ribera, whose country stepped in to host the talks.	84.69878603779307
27	132_2-11	So what happens at each Conference of Parties?	MARCO_09_1047069441-5	They might not be getting on a plane to go to Paris, but most of the action is not happening at the COP, or certainly not inside the COP.” COP, or Conference Of the Parties, is an international convention formed by the United Nations that looks to discuss emerging issues regarding the environment.  COP21 was held at Paris in 2015 where almost 200 nations gathered to come up with a global climate treaty to limit global climate change.  The COP itself would benefit from incorporating a greater democratization of respective societies, industries, and governments to build sustainability.  And as David says, to never separate the ecological consequences from the social.  “Let’s bring more people to the table so we get better ideas.  That’s what a healthy ecosystem is about.”	94.86060553880829
28	132_2-11	So what happens at each Conference of Parties?	MARCO_10_262751953-5	The Paris Climate Conference is officially known as the 21st Conference of the Parties (or “COP”) to the United Nations Framework Convention on Climate Change (UNFCCC), the United Nations body which is responsible for climate and based in Bonn, Germany.  The Conference will also serve as the 11 th Meeting of the Parties to the Kyoto Protocol.  The COP meets each year to take decisions that further the implementation of the Convention and to combat climate change.  COP21 will take place at the same time as CMP11, the 11th meeting of the Parties to the Kyoto Protocol, which oversees the implementation of the Kyoto Protocol and the decisions made to increase its effectiveness.  Reading list Synthesis report by the Intergovernmental Panel on Climate Change (IPCC) UN Environment Programme Emissions Gap Report (2015)  Trends in Private Sector Climate Finance report The New Climate Economy Report Shock Waves: Managing the Impacts of Climate Change on Poverty (World Bank)  The Human Cost of Weather Related Disasters (UN Office for Disaster Risk Reduction)  Frequently Asked Questions When and where will COP21 take place?  The Paris Climate Conference, COP21, will be held from 30 November to 11 December 2015 at a site near Paris-Le Bourget.  Who is attending the conference?	91.94387952310126
29	132_2-11	So what happens at each Conference of Parties?	MARCO_39_196501676-20	During the annual Conference of the Parties (COP), nations share information on emissions, policies, and practices, and attempt to develop strategies for addressing climate change. The IPCC consults experts to assess climate change science and presents policy-relevant information outlining how nations can mitigate greenhouse gas emissions and adapt to the impact and risks of this global threat.  In 1997, the members of the UNFCCC negotiated the Kyoto Protocol, a legally binding agreement that compelled developed nations to reduce greenhouse emissions over the course of two commitment periods (2008-2012 and 2013-2020).  At the 2015 Conference of the Parties, countries adopted the Paris Agreement on climate change.  The Paris Agreement entered into force in November 2016, less than a year after it was adopted.  As of August 2020, 189 parties (188 countries plus the European Union) have ratified the Paris Agreement.  The parties agree to limit global warming to “well below 2 degrees Celsius” (3.6 Fahrenheit) this century.  Participating countries are expected to submit their own country-specific emission reduction targets, known as Nationally Determined Contributions.  In 2015, the United Nations adopted 17 Sustainable Development Goals (SDGs) that are meant to serve as a blueprint for action on critical development issues, such as ending poverty and hunger.	90.24147696124555
